dataset,image_id,image_path,mask_path,image_domain,overlaps_isic2019,isic2019_split,isic2019_lesion_id,isic2019_lesion_status,cv2_eligible
isic2018_task1,ISIC_0000013,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000013.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000013_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000014,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000014.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000014_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000015,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000015.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000015_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000016,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000016.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000016_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000017,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000017.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000017_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000018,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000018.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000018_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000019,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000019.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000019_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000020,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000020.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000020_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000021,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000021.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000021_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000022,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000022.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000022_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000023,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000023.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000023_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000024,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000024.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000024_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000025,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000025.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000025_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000026,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000026.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000026_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000027,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000027.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000027_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000028,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000028.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000028_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000029,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000029.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000029_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000030,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000030.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000030_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000031,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000031.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000031_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000035,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000035.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000035_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000036,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000036.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000036_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000037,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000037.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000037_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000038,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000038.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000038_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000039,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000039.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000039_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000040,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000040.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000040_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000041,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000041.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000041_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000042,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000042.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000042_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000043,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000043.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000043_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000044,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000044.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000044_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000045,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000045.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000045_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000046,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000046.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000046_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000049,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000049.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000049_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000050,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000050.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000050_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000051,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000051.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000051_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000054,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000054.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000054_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000056,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000056.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000056_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000057,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000057.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000057_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000058,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000058.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000058_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000059,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000059.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000059_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000062,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000062.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000062_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000063,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000063.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000063_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000064,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000064.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000064_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000065,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000065.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000065_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000066,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000066.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000066_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000067,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000067.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000067_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000068,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000068.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000068_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000069,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000069.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000069_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000071,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000071.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000071_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000073,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000073.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000073_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0000077,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000077.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000077_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000078,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000078.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000078_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000080,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000080.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000080_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000081,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000081.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000081_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000085,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000085.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000085_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000086,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000086.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000086_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000087,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000087.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000087_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000088,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000088.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000088_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000089,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000089.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000089_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000091,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000091.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000091_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000092,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000092.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000092_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000093,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000093.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000093_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000094,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000094.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000094_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000095,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000095.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000095_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000096,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000096.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000096_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000097,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000097.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000097_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000098,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000098.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000098_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000099,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000099.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000099_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000100,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000100.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000100_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000101,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000101.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000101_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000103,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000103.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000103_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000104,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000104.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000104_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000107,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000107.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000107_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000108,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000108.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000108_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000109,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000109.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000109_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000111,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000111.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000111_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000112,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000112.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000112_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000113,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000113.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000113_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000115,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000115.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000115_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000116,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000116.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000116_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000117,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000117.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000117_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000119,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000119.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000119_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000120,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000120.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000120_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000122,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000122.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000122_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000124,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000124.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000124_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000125,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000125.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000125_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000126,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000126.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000126_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000127,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000127.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000127_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000128,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000128.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000128_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000129,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000129.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000129_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000131,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000131.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000131_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000132,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000132.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000132_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000133,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000133.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000133_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000134,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000134.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000134_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000135,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000135.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000135_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000136,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000136.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000136_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000138,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000138.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000138_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000139,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000139.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000139_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000140,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000140.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000140_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000141,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000141.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000141_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0000142,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000142.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000142_segmentation.png,dermoscopic,False,,,,True
